------ Microcontroller Engine Governor ------- Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:        Kp: 0.020000   Ki: 0.000000   Kd: 8.000000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                300
                             |
RPM Precision        2       |  PID I Precision:         202
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID i, PID d, RPM Change
27633,3606.64,0,0,0,0,41.22
27683,3564.64,0,0,0,0,7.64
27734,3562.95,0,0,0,0,23.86
27784,3601.44,0,0,0,0,17.10
27834,3555.34,0,0,0,0,37.47
27884,3591.09,0,0,0,0,-35.75
27934,3577.39,0,0,0,0,23.19
27984,3575.69,0,0,0,0,-38.78
28034,3577.39,0,0,0,0,27.51
28084,3591.95,0,0,0,0,-5.15
28134,3587.66,0,0,0,0,21.58
28184,3591.95,0,0,0,0,-17.97
28234,3526.09,0,1,0,0,29.25
28284,3585.94,0,0,0,0,-39.84
28334,3591.95,0,0,0,0,-32.39
28384,3723.01,0,-2,0,0,7.41
28434,3563.79,0,0,0,0,298.21
28485,3678.27,0,-1,0,0,-121.24
28535,3629.32,0,0,0,0,24.76
28585,3663.90,0,-1,0,0,-24.89
28635,3639.01,0,0,0,0,38.36
28685,3587.66,0,0,0,0,18.98
28735,3587.66,0,0,0,0,32.91
28785,3572.28,0,0,0,0,15.38
28835,3558.72,0,0,0,0,25.51
28886,3601.44,0,0,0,0,23.16
28936,3577.39,0,0,0,0,24.05
28986,3591.95,0,0,0,0,-17.97
29036,3584.23,0,0,0,0,17.21
29086,3562.95,0,0,0,0,24.71
29136,3563.79,0,0,0,0,11.89
29186,3573.13,0,0,0,0,17.10
29236,3601.44,0,-1,0,0,-175.03
29286,3576.54,0,0,0,0,60.71
29336,3610.98,0,0,0,0,-29.32
29386,3595.40,0,0,0,0,23.42
29436,3573.13,0,0,0,0,-6.80
29486,3563.79,0,0,0,0,19.58
29536,3591.09,0,0,0,0,-27.30
29586,3573.13,0,0,0,0,17.96
29636,3620.56,0,0,0,0,-34.62
29686,3614.46,0,0,0,0,20.14
29736,3624.94,0,0,0,0,-8.74
29786,3634.60,0,0,0,0,9.71
29836,3635.48,0,0,0,0,-9.67
29886,3629.32,0,0,0,0,33.68
29936,3654.08,0,-1,0,0,-24.76
29986,3578.24,0,0,0,0,32.73
30036,3610.98,0,0,0,0,-31.88
30086,3544.42,0,1,0,0,31.26
30136,3585.94,0,0,0,0,-41.52
30186,3584.23,0,0,0,0,17.21
30236,3583.37,0,0,0,0,4.29
30286,3583.37,0,0,0,0,18.07
30336,3629.32,0,0,0,0,-31.34
30386,3606.64,0,0,0,0,19.18
30436,3644.31,0,0,0,0,-28.99
30486,3586.80,0,0,0,0,28.53
30536,3644.31,0,0,0,0,-37.68
30586,3616.20,0,0,0,0,8.74
30636,3643.43,0,0,0,0,-17.61
30686,3624.94,0,0,0,0,20.26
30736,3604.90,0,0,0,0,15.66
30786,3573.13,0,0,0,0,17.10
30836,3600.58,0,0,0,0,24.04
30886,3591.95,0,0,0,0,8.62
30936,3629.32,0,0,0,0,-33.06
30986,3563.79,0,0,0,0,26.44
31036,3610.98,0,0,0,0,-24.18
31086,3578.24,0,0,0,0,32.73
31136,3584.23,0,0,0,0,-38.13
31186,3563.79,0,0,0,0,26.44
31236,3565.49,0,0,0,0,-34.41
31286,3554.50,0,0,0,0,30.58
31336,3610.98,0,0,0,0,-26.75
31386,3596.26,0,0,0,0,25.18
31436,3620.56,0,0,0,0,-23.44
31486,3597.12,0,0,0,0,33.08
31536,3602.31,0,0,0,0,-16.36
31586,3597.12,0,0,0,0,21.70
31636,3610.98,0,0,0,0,-38.70
31686,3597.12,0,0,0,0,21.70
31736,3642.54,0,0,0,0,-17.61
31787,3580.81,0,0,0,0,16.32
31837,3572.28,0,0,0,0,15.38
31887,3563.79,0,0,0,0,27.30
31937,3555.34,0,0,0,0,7.60
31987,3555.34,0,0,0,0,20.34
32037,3601.44,0,0,0,0,26.43
